@attribute eigen093 numeric
@attribute eigen094 numeric
@attribute eigen095 numeric
@attribute eigen096 numeric
@attribute eigen097 numeric
@attribute eigen098 numeric
@attribute eigen099 numeric
@attribute eigen100 numeric
@attribute eigen101 numeric
@attribute beautiful {true, false}

@data

-2697.783542,-211.123992,2370.256239,2563.237107,37.819415,-358.024149,1021.744504,414.554360,-1384.708638,122.746852,-598.191788,478.933998,-450.930939,464.140768,335.080857,737.491587,809.915754,550.291194,91.536127,-416.586958,1037.408506,456.078232,254.017734,894.160687,-351.366435,216.978174,-62.307551,-182.778517,-487.961717,-1177.129106,894.890731,134.672862,501.346396,-221.135477,300.238492,-466.496720,469.529136,129.941569,275.026283,173.663817,58.770498,-167.107511,-40.560968,142.378090,295.983146,470.001206,-119.341882,4.106104,51.707049,7.078407,-19.935582,64.110245,195.981401,-183.816858,-160.332722,-393.760112,-194.684160,121.974795,525.456060,-297.630524,-318.476749,-360.923280,-194.507300,148.259279,-265.161296,211.347463,169.950461,-350.115464,136.878982,-310.907175,273.417362,-309.662199,366.140526,-96.496780,66.590620,95.586695,-140.484501,279.160291,172.678649,-389.600119,-107.435147,232.582326,70.006687,-567.317457,-427.956823,-82.813473,48.476036,-320.806174,15.563303,-105.106736,79.392254,144.680661,-99.915804,237.971831,104.946298,309.134066,6.921856,-39.025257,6.355517,-30.072765,31.793217,0.000000,true
-3829.121435,-2455.387896,-74.885117,-700.759249,-1422.594150,-80.111485,-335.777289,152.544546,-1089.682991,-257.716379,-288.691442,40.126875,-395.840029,234.925957,100.220509,247.806270,-302.575742,120.093804,243.534023,81.500646,423.663255,266.731407,352.845166,382.044225,-269.265448,677.524446,-313.018725,-245.353664,-9.797725,429.595816,36.234660,-205.177590,115.736648,-252.875384,160.833934,-131.153428,87.029340,216.824971,-57.803981,4.440887,295.916663,69.517640,199.320881,158.272475,57.410991,-451.239885,-110.589346,-24.531673,-72.902999,-142.148556,-270.943285,-5.587050,162.129965,42.090740,53.503333,9.629999,131.727295,-205.303628,176.549533,-108.764241,162.606670,202.578923,119.320229,204.463615,169.338664,200.427588,236.095387,-105.661388,-31.544767,-72.911310,-78.602943,12.826620,-131.446021,-214.345042,60.734896,-200.083068,9.208499,7.916996,132.908921,-245.767455,3.865964,-226.248095,-134.619700,-30.800915,-74.000293,14.455096,133.169575,-366.526366,-111.772310,-158.495887,61.244272,-142.066847,-366.646866,43.235831,-431.793678,-862.649597,280.809765,-80.412460,-267.775328,564.159193,-92.355064,0.000000,true
-791.017607,-9.745275,3363.270570,3592.497005,-86.744662,-1195.501989,446.450455,617.757380,-224.964460,-14.936139,-709.228501,416.954121,-297.260017,42.322649,1084.245170,-318.245731,472.021481,794.502094,-6.459766,-212.795448,280.726366,-47.370800,-191.366586,332.935358,311.752940,-559.543624,581.791555,-81.920931,-394.425587,-179.694891,381.620744,806.503789,148.922463,741.773974,-102.815059,-346.457964,207.955431,-232.691055,543.663173,175.577584,72.146759,484.089616,406.886155,-288.838350,302.221229,341.301602,-23.401213,22.055335,-9.166064,-20.370441,461.781678,-103.928440,-90.223469,385.916215,-472.973605,-459.730408,206.021988,168.106536,-329.722705,-219.009280,14.190328,-206.181373,-277.655957,-290.339530,204.296588,-10.839617,-133.079007,217.650400,512.462018,-121.001155,-237.520544,454.734937,-45.570204,164.427048,-119.667023,-78.868287,749.480105,-192.564678,190.295257,-85.370782,353.733973,-1.354792,-37.938127,197.900945,368.912470,-78.961651,58.703236,165.402147,-385.988833,-317.719817,59.988448,-162.717440,138.902903,-2.570460,-64.559790,-195.776819,8.867214,178.999380,146.916937,80.394560,33.513155,0.000000,false
5495.287201,-1842.585074,246.210989,-2722.034101,461.824660,1568.805940,488.961116,-119.559947,357.296144,-1748.519435,-536.980994,-733.163494,-626.865141,138.746444,-941.901952,951.494256,281.125527,594.017048,140.953835,-77.160791,876.928134,209.121936,91.719518,-271.240240,-178.912157,-206.409463,-40.932639,1435.471523,234.207055,148.185713,-392.071905,242.648680,913.959060,-529.521179,-51.702379,541.118164,91.192459,433.226610,-532.400428,-101.975996,119.466717,36.653620,327.350097,58.010433,407.993827,-199.292712,-146.422784,83.409978,16.227587,705.662701,206.190671,91.008725,355.723073,926.603665,433.987350,33.674383,-95.835896,-171.913494,239.467302,-54.890343,461.554943,249.527920,-298.304701,-910.616833,-61.862652,221.749227,-230.435402,-617.731280,-121.783445,-39.404640,-36.777903,40.498314,146.687967,78.682973,-169.562204,6.376883,151.267145,258.402862,115.382534,-134.160717,78.279522,-48.324775,-6.435490,138.964155,2.305458,-156.050339,80.996379,114.069628,42.473576,-8.514006,-16.528368,30.674986,181.399030,109.700901,57.594496,-10.212232,-0.440300,-31.766702,67.435170,-16.316922,-38.561908,-0.000000,true
-478.645366,-2068.021013,2903.618940,-220.522249,-447.921388,1225.202662,-316.844471,-327.084839,-457.489672,685.960971,292.760546,-337.920626,29.711864,-198.113779,191.451610,-92.174000,-155.327920,-568.382495,-481.755051,209.523469,-156.569950,-13.711009,284.446573,-190.566597,-419.351402,465.190059,-264.489788,-463.557151,-124.266451,154.382917,-270.062532,127.246543,72.927492,42.135046,-13.670366,-495.645116,25.522527,58.193769,-373.976953,-274.645582,-35.526673,-75.486580,216.530702,-230.448689,98.624733,-79.047007,-128.527147,206.034105,-224.185027,50.946085,-80.565299,-35.241148,50.904883,-132.203978,134.139586,120.598289,37.815625,54.425589,74.711174,27.740970,-49.769188,-186.759544,15.601678,-124.633666,186.681689,-146.671399,227.231958,-18.445340,-87.123729,-138.642771,230.968751,-45.808276,98.482686,-101.928513,-1.937702,9.937150,194.363414,-229.775184,-150.619761,-223.608114,19.614949,-226.754594,-303.184317,88.464147,-75.680360,-192.047538,138.529554,-292.029846,75.751377,-171.936135,-89.092706,120.626745,-52.589918,127.368078,130.886985,-426.329280,-443.981370,415.893783,-21.287709,-733.817195,-440.188128,-0.000000,false
-2944.558437,-2414.500004,-1584.715156,2791.560744,-693.530977,245.901580,-587.889002,-710.372593,2185.396398,-12.984815,1469.659694,-1507.294186,-3.935704,-295.827241,-54.862918,-432.840529,519.925642,-1180.858455,1250.954754,-270.324740,-386.187182,1437.049386,-702.091572,275.145372,248.421760,-190.624716,-449.614534,-339.503753,-379.898294,-519.557750,-656.696511,691.330167,124.269588,-560.915983,140.041356,-508.178009,491.899451,594.507108,344.142270,239.733195,219.872239,-708.547377,-175.370170,47.424588,-785.946317,-241.007568,293.624421,27.590085,-345.913835,163.907450,-149.941374,-153.973119,307.850283,346.292050,330.276418,-335.745949,293.847723,160.144380,-135.813073,-170.726437,-66.220577,444.694657,471.587402,33.496903,196.720548,-34.741251,-326.572392,210.381260,56.656169,-319.741566,-120.929168,-133.705278,302.341631,264.686365,-110.336528,33.682961,-51.195152,55.272208,153.698641,243.492841,50.246789,335.470024,-180.188397,28.272553,-120.719135,-156.810850,47.127242,34.465216,21.294213,-273.453674,39.795457,-205.528683,-44.902955,-32.674394,-36.343915,14.680130,19.267455,8.428650,51.408300,-25.414166,13.579115,-0.000000,true
-3188.115158,910.733154,909.047817,-2548.761966,1262.358002,-65.638950,-108.822403,-1333.779349,1424.566220,-839.159715,1484.227866,27.093872,277.586334,-95.576333,-196.566756,-938.216067,47.297696,-191.997516,-181.595887,-38.160244,473.872712,-1404.001983,108.814924,361.230659,-102.716952,923.991809,-395.462759,85.938464,-495.872058,-201.239762,181.136948,-52.696549,-189.413977,233.411224,371.727656,555.987484,704.102921,74.873119,550.811323,-118.282507,-184.895452,57.632838,188.046749,-534.519928,-7.082718,11.531170,-206.203482,-268.236124,419.479769,11.501034,-357.442745,-483.504421,280.870215,-108.697364,-84.432748,-154.567856,-264.217245,-157.371622,-50.566136,44.766418,523.353752,132.400410,-376.871084,517.895312,-118.401818,-631.788731,-440.932820,-337.330040,4.549608,-22.579319,99.011828,-295.828479,404.106969,414.044802,-161.204221,-88.431283,250.615184,207.546468,-153.253438,-119.033452,2.704398,-17.383124,-33.442253,-8.295340,290.066250,299.447580,-289.492299,168.507177,-161.062296,49.583576,-167.629812,-69.870542,-305.989089,238.083986,67.064281,-107.746732,109.618834,-54.891256,-57.713772,-116.724262,24.770514,0.000000,false
3922.528074,1626.878500,-3181.887457,596.120111,1635.376430,-1973.563379,-2896.040444,-83.854281,-342.262269,790.722458,294.642543,-570.974204,-1091.275237,393.015245,-312.033681,-1277.423772,195.922896,-916.510330,-97.453452,154.021869,1055.082830,390.686540,-223.888056,954.191498,40.055073,284.906507,-697.110224,211.969296,-120.640408,88.073390,592.739877,-283.994589,-779.922532,-200.095552,1124.256777,-94.778763,-825.161195,-340.709563,-287.475153,568.461825,-516.114610,40.533151,230.730327,-100.625785,121.312365,-221.510228,-274.962188,-37.376436,-237.400132,292.573165,316.260173,328.957794,878.393546,249.364809,-497.043163,558.873286,238.671736,-441.137380,8.659362,-82.585520,-290.240533,-136.495519,102.531627,-296.814643,-70.912844,-183.109894,53.283982,144.816103,82.651985,108.748406,-292.314405,328.438775,52.975444,237.321365,134.491896,-53.283534,175.300313,-88.305550,-208.452286,-72.808434,30.151303,108.515754,39.856273,42.940978,24.180247,-4.784925,-35.552790,-234.261796,153.299665,21.475955,77.157381,200.841982,-24.291305,53.401442,129.901667,45.092561,32.497998,-83.607386,-6.749549,-20.171975,42.240981,0.000000,true
164.289530,-1528.328894,-3727.476365,805.136396,106.728769,-281.161318,-575.418810,408.347387,949.862939,137.571937,-480.529302,446.205990,1142.004830,489.025826,285.124985,291.566106,-212.823419,-1058.109368,192.331540,-274.136075,-108.879000,756.347310,27.267862,-432.956700,276.045174,-12.401131,-30.539777,-92.252126,88.088492,586.713607,-414.375901,-277.706297,-501.671502,-47.453498,227.086089,172.769875,375.851948,-250.644724,158.742647,-257.840844,342.620136,252.750014,-35.003164,552.818672,437.129750,-381.531267,-490.780183,156.427005,-394.537691,-203.770307,91.249136,-46.374634,66.241859,-173.275324,-18.260104,-371.419452,91.248325,-117.952931,407.196173,-450.979777,-326.341804,-43.612604,16.415942,-152.250799,-643.825932,149.168780,-179.806338,-190.703423,531.030482,-2.938890,308.401675,45.193531,35.039340,-444.685759,-234.652502,67.615280,-349.209986,123.284127,38.067183,-28.416479,-185.886874,107.899409,179.753992,404.455616,309.408351,273.286661,-158.603761,30.637188,-703.141143,51.068856,141.063422,53.286664,22.337106,88.738971,367.180289,-71.624722,95.296877,85.395928,-92.716277,-107.717489,-53.448355,-0.000000,false
-1381.970882,-2040.594518,-4980.802271,451.620049,111.936229,-254.990649,702.885615,235.488043,800.729697,-98.779625,-1155.716296,-725.700761,384.745721,-54.426355,-39.582650,315.022648,-296.834974,-856.403462,-298.006458,-249.062164,164.404279,593.898096,-115.718833,-204.024405,157.038452,-105.731154,-22.777807,65.794495,244.276531,881.053013,-183.135039,640.019442,54.982468,69.283883,154.379440,-92.218610,489.211050,-62.504430,-13.883027,-282.202693,248.799639,59.874631,400.230514,42.289637,-32.282536,-572.336390,251.234967,29.136272,14.618445,229.195481,-209.463039,309.802137,-413.050758,-69.302160,-499.826452,-498.090185,-556.296568,-85.353504,-9.339550,-237.416478,-572.400776,-134.395913,-187.664922,-32.364966,-120.547649,-144.676863,164.448437,-169.139554,302.869537,-16.544871,90.914616,-328.883627,-215.810863,-84.975692,129.139431,-296.008446,411.385307,-33.957624,-286.870580,126.720285,230.519826,-260.055528,-306.919556,-379.294797,272.157711,141.565682,-155.428802,35.001123,552.064953,49.961427,-130.463946,253.875200,-57.060542,156.323799,-430.048732,113.324871,-75.444641,-198.554766,180.093863,-56.197708,85.103777,-0.000000,false
-4030.022121,1664.380756,1423.115029,-2041.368240,3461.372935,576.344333,2234.538574,413.244617,-136.140244,-376.441910,-54.939910,466.482360,-735.636655,300.177725,-98.382618,455.809539,-985.839103,-614.413563,689.037063,-375.891582,558.871098,423.643205,-355.718368,334.760748,356.907513,-513.184579,-455.349326,-375.388685,-647.384137,-79.098218,395.007275,-538.584187,585.470395,-217.026754,-5.383962,159.854965,-425.562756,-193.810979,-160.829569,-78.370580,-15.650473,77.620546,-782.712147,685.849611,-114.164144,-274.760155,-64.849549,221.006607,-145.007522,259.006697,8.464841,-46.122180,-676.548274,422.879903,-389.112910,-139.616691,-12.652409,-412.811285,255.008227,-76.133662,65.526895,44.266082,64.170173,334.452522,236.725080,-138.815656,-398.757729,-37.095193,-216.552961,620.053780,103.599424,91.051287,-219.886852,63.375379,62.948974,-456.676990,166.720960,-380.288126,171.689919,-78.711768,228.814103,-9.429299,-338.460948,-59.915334,-132.793031,-50.127706,-109.399395,-56.181317,-203.709790,144.680806,96.320090,-298.314916,-289.163652,-164.774594,273.272648,114.811481,-132.596032,-26.411924,104.692197,-42.756859,-80.993089,0.000000,false
-245.184789,4595.351144,-771.892104,-1221.623300,-323.783016,-1490.408468,936.709709,-3386.507141,1152.304991,1021.038445,-1649.259382,-779.694006,-711.024305,32.361757,1062.351909,791.770735,-317.317875,29.568713,-661.156526,-38.427478,-790.886663,-363.767471,263.919339,-703.551851,-27.717703,735.764969,-0.445736,206.557420,-62.940353,-497.608025,328.997062,219.401548,-576.256885,-641.954465,522.985753,-78.793457,107.165958,-277.648153,489.643894,61.178199,492.335853,19.383993,505.523883,44.890871,-469.093581,-83.298888,-250.115366,626.842759,-627.086355,-35.715590,-407.621242,-66.823541,-593.574870,7.627080,-178.038421,140.012841,262.407191,-24.964048,-92.212873,185.177345,134.090290,46.372707,-788.709625,-487.481150,517.879980,-4.556521,35.520439,128.614015,152.889612,166.696067,-230.478827,-110.222347,172.058101,52.774446,-10.087081,-263.654441,-282.593284,102.197349,92.918103,0.211319,7.811332,67.548043,353.663229,-28.020996,-224.583726,-166.642150,-131.672500,-62.868787,28.410111,-11.256561,37.550032,-16.638170,26.962887,-82.858647,119.308932,-54.208899,-41.462149,-136.328126,-31.698880,6.092372,-25.053157,0.000000,true
-5609.510223,-2620.315581,461.072993,304.051825,-1320.629438,-1499.431157,-232.576602,-884.389277,-590.970887,-536.633884,375.370957,-450.007189,-567.190677,-411.950336,5.670739,-635.785147,-306.332809,151.994567,132.675861,-294.871722,279.557487,788.069171,-985.710089,-288.337340,716.038011,-420.398524,343.982439,-30.431296,557.624011,402.432743,452.078974,146.039691,346.746888,-665.491669,-74.657981,-130.895164,-122.084501,-188.060135,-168.769343,-549.097221,107.542760,-42.970111,-95.562122,-266.679347,152.017170,-2.887973,268.495197,59.948061,73.325635,-625.431969,-0.519119,115.166008,429.250680,-89.899783,-234.523754,152.783575,-194.685286,556.008799,386.867223,291.813886,-211.531023,-156.044891,-278.606730,-256.542822,66.019186,-45.687047,56.573616,-47.257049,-475.116853,-115.270005,-102.054144,-311.726076,-22.402223,524.603495,177.496092,180.933475,-228.143749,-161.986025,83.892797,-464.756583,-269.820287,-123.561863,44.459749,20.026055,53.348933,536.179335,-273.598164,147.569048,-193.525711,38.474161,-19.955045,-144.418460,97.650651,-241.396307,117.327998,-251.243077,-393.905230,-115.959186,260.350947,79.709690,128.411163,-0.000000,false
8572.671658,-346.387118,1181.268156,979.074273,1340.784318,-494.079821,-1671.370793,-1621.040155,-487.908190,-374.478799,270.907675,357.896180,986.731650,-4.808996,613.225317,-732.898905,-97.722861,-89.178548,863.246883,-495.291608,183.269014,-62.016186,316.766016,-365.046664,393.277158,282.452401,122.677689,624.721180,675.039117,-218.705731,-126.618616,-330.762274,515.448373,-170.822839,426.690710,-202.773054,-193.229326,63.326761,121.673759,-202.169887,-411.178322,-168.030440,-53.388283,105.614508,158.009735,72.854253,383.014030,485.166000,-249.103099,-276.330921,-73.119948,131.097750,-413.018187,-495.911275,-236.478744,59.219539,-169.886863,63.215987,-246.529810,-21.848090,-222.518235,-286.267444,69.055293,122.932824,167.741388,15.408215,-77.153111,-141.929089,-320.442890,-103.396800,348.309044,85.186867,-58.290615,-99.606025,320.834642,-22.450212,171.595498,218.967805,619.847677,263.910854,-33.988536,55.973652,-212.845637,204.152137,54.516269,-98.256811,57.072494,253.330890,414.855510,47.721167,16.965573,-165.842783,76.460124,600.251774,407.265132,-247.802128,229.495006,70.178780,142.087592,128.682643,34.991163,-0.000000,true
6959.213390,-174.980281,89.612853,253.849684,1230.319938,594.740243,-644.579971,-214.400928,-79.541924,-377.961259,-120.078044,-57.781226,1402.449416,98.632910,-482.681239,290.867416,-79.783795,611.159086,447.759088,221.983903,551.939135,-329.378972,-315.086437,870.938087,-228.084899,-804.642431,439.625989,-242.953903,454.662221,-264.285725,-459.404952,-150.627122,-1098.609062,-340.027522,-204.292679,-488.962549,507.100334,-71.110531,96.675790,215.056065,646.240747,81.984931,86.385114,1120.886955,175.690437,780.552744,-298.865816,79.365086,459.334927,-38.693629,-225.197296,4.460475,690.905193,-136.005134,-142.193475,432.282656,346.314992,683.924787,-317.054495,-281.558574,213.580899,-74.085362,-42.794569,-127.657301,215.991618,-327.251992,-186.167718,-181.788842,-26.106704,169.086479,-197.628452,-464.399663,-192.287127,-143.250945,267.424999,-541.368407,-141.377512,21.582101,105.318236,173.157749,74.193823,-290.710450,-211.852117,-58.694500,138.907846,-60.667695,-31.223150,-49.058012,-27.361251,64.464992,19.043888,-77.736540,21.123754,-34.876021,-86.998345,51.804733,-116.319723,-27.630397,-38.574670,-37.331135,-65.995987,0.000000,false
239.689594,4199.171927,-872.763309,-3589.670968,-516.351044,525.367641,725.958643,2089.258454,-537.491740,241.601160,580.433874,-1331.117910,-318.095129,-899.201760,457.964096,-415.141388,205.822087,-372.438988,220.147979,-281.549319,-981.048368,381.171382,414.061008,-179.180381,503.681751,450.891639,534.638685,-295.546880,218.368239,-160.555741,302.260266,-477.559772,131.862856,264.715324,-8.743987,68.763271,-160.057502,-483.137191,-113.261539,28.152300,192.080925,531.834934,-47.490201,104.460326,-11.732497,507.757720,-88.608477,293.807365,-409.098708,-94.479168,154.175433,419.660282,472.671005,606.241856,108.469675,-714.613511,54.710174,19.530416,231.395517,-150.884189,436.307797,-266.421778,-98.024101,104.001209,-73.062085,-91.604404,-625.775095,275.629947,-168.903653,-470.390844,213.295438,114.227749,-310.309805,19.875734,475.757734,-122.083024,-15.201101,199.179606,179.867122,238.434357,60.319775,41.068194,322.745415,-122.044103,-5.978932,325.573602,227.343478,152.807806,264.761144,-23.486516,-130.035564,165.473037,-134.667424,8.778525,-110.522785,-44.248350,-164.961696,-18.994977,-340.072941,-64.457669,-23.232634,0.000000,false
1115.293323,2642.326416,2724.981419,-649.597336,-1309.084910,846.661411,648.223483,-34.505147,-1202.450940,1125.368551,1059.027623,-599.196562,719.160355,-664.857468,-72.470362,81.845531,504.629707,-138.021592,-4.438557,167.890250,62.258488,276.108310,-183.318864,-290.073963,-20.051989,-189.047275,-203.770405,518.108083,-172.007119,505.119546,282.361660,567.172205,-330.315773,-87.173901,385.857017,-338.062827,-351.386265,215.749180,171.610800,67.040955,-230.743911,-222.526614,-176.165750,580.477189,-40.122474,233.881297,439.979581,-281.154740,3.192888,-401.156858,-305.723908,221.155755,-386.295729,-29.499675,247.707710,14.245378,-378.217869,-98.923025,-489.639839,-140.203978,200.089735,-95.529026,-67.176504,-325.010455,-371.586908,143.912907,-160.034036,-290.088919,356.096883,-191.175322,-281.250539,-212.203443,139.779353,-169.481422,252.135674,310.343581,361.861620,122.722947,-687.787093,78.284557,311.615058,109.040158,119.815154,-99.073580,-37.193688,105.845798,308.875355,-214.968942,-45.117865,533.300208,-55.241455,-375.140975,-179.188239,-235.631807,361.237225,-160.085371,-28.210215,-9.156416,-0.896220,100.630335,-5.816487,-0.000000,false
6828.437955,-4121.949250,-2864.930869,-1614.162965,1455.725175,3015.870369,1865.274237,-1603.371619,-1113.892614,649.605175,-219.056015,2052.543405,-2937.316671,-2727.758657,-977.351001,-1788.031800,-827.368039,1266.202577,53.730191,1146.282221,-635.005451,583.694259,-89.111668,366.064933,-396.502947,305.117728,-287.555377,-30.597154,326.767339,-3.573808,-408.088743,389.708786,-455.791059,-131.967243,-146.745623,-134.730536,-78.727637,306.702122,220.149049,-76.993239,246.614624,364.089241,-222.716690,-274.534918,7.126505,-123.587442,-44.843196,16.916668,-55.941196,143.188348,83.777578,-188.915939,-37.430162,-72.822012,-476.352434,-85.319568,-157.263513,18.385924,-287.424622,49.596331,-273.319975,59.899040,-17.866362,-14.618158,-179.498789,34.493501,-197.371246,54.616626,76.907289,-141.509857,275.467748,-270.129676,-11.854934,-123.940085,32.432389,44.507930,14.289408,92.278487,109.340967,-80.917441,86.025237,137.503393,49.493612,113.764613,-34.724762,-27.608412,4.538114,-78.915419,-76.146717,-53.168849,109.540273,-28.852148,19.487889,-46.865259,14.074719,89.947444,8.637604,63.818711,-90.467701,41.523123,32.563701,-0.000000,true
-2033.639496,650.842893,-3685.640627,-523.589201,-1023.283497,-1333.666170,359.101919,-42.508583,-692.256266,91.503114,586.981035,322.721901,397.841546,1216.662501,-685.233828,4.444413,-246.920348,-554.996514,-923.930027,-480.491581,-300.114647,273.257217,-55.245038,-997.568184,-59.981726,-1053.341283,-37.787186,560.458593,-359.060323,-26.326476,206.135706,-92.517287,-192.624488,701.841267,-338.544926,-554.623682,245.795066,528.468016,-125.698587,606.632604,-531.922104,216.553812,219.171198,-205.618370,-271.586915,-366.996298,-719.478621,-335.358365,267.225796,-681.317802,-116.365685,-473.990798,-1.089397,253.475095,-133.069455,426.039400,-280.788363,-83.693465,-324.822411,-268.336551,178.070462,-325.892482,-298.486353,-144.092333,-260.502659,230.545141,-372.222374,165.820999,-240.587693,249.373363,705.728535,-192.557566,-55.708114,234.660714,350.932400,-75.103820,-164.928377,170.286020,139.682358,-82.403515,98.270969,193.424839,-140.027228,109.285054,-87.353621,-324.665856,108.022638,-209.032025,34.932070,-287.550702,-136.778506,-85.159710,58.272434,-71.038265,-88.654979,-23.988696,-59.015741,48.908105,-9.984783,47.715059,100.052496,0.000000,true
-232.416732,2529.295395,-1808.420964,-1493.680189,1781.495734,-818.093756,-1466.710308,1319.382287,-170.659362,-2432.194700,8.842171,245.393009,-668.172113,1017.559275,-923.975381,924.488263,-329.864033,473.599710,244.787141,-1216.670096,-319.307759,869.598263,1440.446144,416.391644,-454.257469,893.615524,-473.111509,-436.234013,309.360627,490.413071,623.519668,848.132276,40.580409,513.503526,-183.016951,721.649428,-785.136647,472.213454,-270.455657,-38.953250,-51.058723,32.014970,-424.620481,415.297018,-512.031026,-8.407039,131.482003,293.805461,375.652276,-433.278550,-330.813927,-362.980273,40.653954,-446.079180,-112.322552,-186.129614,432.635393,285.498637,-506.464417,-53.195816,125.088970,181.304020,-203.000091,-322.080757,13.832963,-8.101833,135.149583,253.597100,109.259105,-453.249449,-104.581330,-160.826743,-129.918847,-44.370232,-82.698635,77.369739,109.488287,-192.465574,-54.273615,-165.005110,-34.482118,-44.521842,20.654892,127.460258,-76.074927,51.174430,-112.570904,47.939631,-2.017619,-161.488150,-6.673398,-90.876521,27.516276,137.862711,79.735140,144.568640,-24.284004,-5.159946,-40.479665,-94.893478,45.635645,-0.000000,true
2540.152478,-1940.128950,-1450.280983,914.832141,-253.251503,-217.792009,57.966288,1271.152457,525.632789,-134.130561,-467.119610,-32.343720,-511.378580,554.292623,-505.972966,782.755713,-507.994289,301.228977,-1009.902594,423.598502,156.754195,-378.695216,206.716499,-36.512551,-245.871537,-156.949626,225.574295,323.953901,237.253666,-38.667822,52.211810,76.904299,-139.560882,-81.403963,-164.232019,160.618647,-262.121283,-74.252223,-49.510987,-46.534402,-585.715067,-152.135403,131.593629,107.852831,-250.911051,-105.302584,58.303526,-214.525468,-3.830736,450.678267,-137.440237,262.209731,-16.523853,-7.123265,-31.287629,-305.952320,22.411155,384.848160,472.680476,505.099796,-70.155660,-34.271197,-148.260092,669.832294,479.561446,-58.489048,-433.768664,-201.423015,372.817267,-74.338925,-283.529366,229.490924,-197.323273,-58.271865,425.591601,425.176919,-272.515830,280.401072,-118.684935,115.175004,59.800539,394.824522,-222.710136,-74.712630,365.076557,94.822313,-371.051483,-492.914519,117.997686,-213.309711,90.342230,-508.701102,392.845774,24.145905,95.880829,-93.569797,-59.509307,90.133235,-134.477320,-40.407526,-22.390051,0.000000,true
8258.074245,-930.985154,592.760329,-1534.343590,-881.147163,-1874.896891,-817.426579,720.007461,182.045679,112.435756,606.782606,975.325198,641.577075,172.743556,-589.419454,234.414464,212.974731,202.178268,1013.279175,-333.208673,210.641606,499.271423,1053.158809,-26.124580,-631.106165,208.993782,-567.558125,-329.051683,-187.192633,-304.913319,-301.304088,39.133470,-453.393337,-0.073300,-654.898585,500.186834,223.323371,106.066514,-45.135073,-41.096297,-46.526708,26.810514,120.648636,-694.160150,-155.484749,-124.886098,245.082817,69.054498,-142.129400,93.491324,3.960904,261.380142,-174.518948,22.187122,-70.790618,160.902890,17.869245,386.787684,300.879113,-162.005915,-435.633242,-26.703258,-449.891775,68.885180,74.809761,364.082082,328.294595,-132.162566,-333.626802,263.356302,63.918940,180.003423,347.837713,315.273500,226.325238,-277.165007,157.436436,-158.536329,-11.912989,481.541991,191.065126,562.021387,-49.066250,-371.291057,162.421809,19.784713,141.045164,177.895259,-423.908559,415.681878,-25.171436,145.425444,66.653693,-144.910463,-105.972624,-133.783096,-208.090865,1.554597,-198.062511,35.030041,-35.661580,-0.000000,false
-5841.128420,-1303.105970,-1192.859206,-548.318950,-254.650695,-758.501030,-1533.149329,-293.508160,141.562925,852.970261,-96.064666,239.373014,-7.129896,-631.074236,34.608117,-811.424278,564.360061,515.461219,285.793287,-487.462091,-499.792020,-395.452777,299.699149,310.057161,264.658408,-24.226122,-433.543627,-697.403539,117.202494,-675.017052,-1.793118,445.438034,223.298791,-16.900528,-401.273632,-78.785298,-704.768324,-811.805955,179.628773,558.773848,957.984158,-264.830955,-119.850744,424.872866,-188.340322,-238.570683,428.522622,-172.026116,657.271156,503.546376,-513.208320,250.460535,210.699350,-196.843702,598.704311,439.342919,-900.944086,-491.550237,297.224554,-384.484630,458.909957,-189.684095,-236.269405,-146.032649,11.823953,171.736305,-36.536438,112.310666,90.944936,244.688585,299.157648,88.519615,-230.047143,-241.640537,-33.733886,218.411233,85.928063,-203.544539,189.062458,-47.930439,14.243439,201.915317,154.339378,-41.394047,259.605670,-148.735892,-191.492953,29.913415,-1.587382,-58.742591,-25.466988,-31.930080,238.153111,69.198891,-9.062513,-139.896164,-21.754613,-55.649074,97.181430,-79.437223,50.728623,0.000000,false
-9110.585034,-482.232005,-2126.962103,-482.645198,-678.666815,-1477.684060,-1762.645396,-298.686037,1095.749962,2666.393462,-1495.787509,2271.428583,-237.109721,-882.413238,-872.518965,529.981140,1052.172847,-178.721061,546.552697,-300.744636,69.060826,-1234.119824,1113.188419,162.112770,-166.876079,-880.632868,-306.131871,411.604009,629.019354,704.182863,46.697647,288.768747,927.997091,-589.975718,-471.105876,-583.686633,-156.828530,-165.540971,-494.908810,203.709784,-356.543970,-554.998877,202.567766,224.287994,82.982210,183.606465,-566.317554,405.030348,-241.331035,-32.566942,47.096420,141.219368,-118.965293,138.610827,-60.610094,-79.230083,-18.419971,69.120996,-309.391023,88.500488,182.200171,332.631617,110.396166,335.750066,10.054238,-468.852258,-0.176945,121.029273,-45.959080,-247.648750,9.099563,-64.739682,120.736735,141.589436,13.684194,-38.994509,59.383140,148.361638,-27.720446,26.027982,118.794683,-32.319940,-40.742419,49.396918,-88.896423,251.781396,200.012026,44.479714,-195.043212,17.251074,107.401015,170.153675,-28.931294,21.753082,36.087146,105.118763,-84.144298,60.343829,-23.508232,84.507930,-3.745221,-0.000000,false
